accession	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	plasmid_abundance	plasmid_prevalence
GB_GCA_016198645.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACQID01;s__JACQID01 sp016198645	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACQID01	s__JACQID01 sp016198645	0	0
GB_GCA_016198685.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACQID01;s__JACQID01 sp016198685	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACQID01	s__JACQID01 sp016198685	0	0
GB_GCA_018304585.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACQID01;s__JACQID01 sp018304585	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACQID01	s__JACQID01 sp018304585	0	0
GB_GCA_016202845.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACQNW01;s__JACQNW01 sp016202845	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACQNW01	s__JACQNW01 sp016202845	0	0
GB_GCA_016202875.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACQNX01;s__JACQNX01 sp016202875	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACQNX01	s__JACQNX01 sp016202875	0	0
GB_GCA_016187395.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRAC01;g__JACPJV01;s__JACPJV01 sp016187395	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRAC01	g__JACPJV01	s__JACPJV01 sp016187395	0	0
GB_GCA_016213555.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRAC01;g__JACRAC01;s__JACRAC01 sp016213555	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRAC01	g__JACRAC01	s__JACRAC01 sp016213555	0	0
GB_GCA_016219465.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRAC01;g__JACRAC01;s__JACRAC01 sp016219465	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRAC01	g__JACRAC01	s__JACRAC01 sp016219465	0	0
GB_GCA_016219485.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JACRMX01;s__JACRMX01 sp016219485	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRMX01	g__JACRMX01	s__JACRMX01 sp016219485	0	0
GB_GCA_018304635.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JAGVVW01;s__JAGVVW01 sp018304635	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRMX01	g__JAGVVW01	s__JAGVVW01 sp018304635	0	0
GB_GCA_021157845.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JAGGXF01;g__JAGGVU01;s__JAGGVU01 sp021157845	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JAGGXF01	g__JAGGVU01	s__JAGGVU01 sp021157845	0	0
GB_GCA_021163205.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JAGGXF01;g__JAGGXF01;s__JAGGXF01 sp021163205	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JAGGXF01	g__JAGGXF01	s__JAGGXF01 sp021163205	0	0
GB_GCA_021158665.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JAHLMP01;g__JAGGUE01;s__JAGGUE01 sp021158665	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JAHLMP01	g__JAGGUE01	s__JAGGUE01 sp021158665	0	0
GB_GCA_018920315.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JAHLMP01;g__JAHLMP01;s__JAHLMP01 sp018920315	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JAHLMP01	g__JAHLMP01	s__JAHLMP01 sp018920315	0	0
GB_GCA_015522745.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__WALA01;s__WALA01 sp015522745	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__WALA01	g__WALA01	s__WALA01 sp015522745	0	0
GB_GCA_015523085.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__WALA01;s__WALA01 sp015523085	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__WALA01	g__WALA01	s__WALA01 sp015523085	0	0
GB_GCA_016177205.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__JACPZZ01;g__JACPZZ01;s__JACPZZ01 sp016177205	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__JACPZZ01	f__JACPZZ01	g__JACPZZ01	s__JACPZZ01 sp016177205	0	0
GB_GCA_016180965.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__JACPZZ01;g__JACPZZ01;s__JACPZZ01 sp016180965	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__JACPZZ01	f__JACPZZ01	g__JACPZZ01	s__JACPZZ01 sp016180965	0	0
GB_GCA_016195275.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__JACPZZ01;g__JACPZZ01;s__JACPZZ01 sp016195275	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__JACPZZ01	f__JACPZZ01	g__JACPZZ01	s__JACPZZ01 sp016195275	0	0
GB_GCA_016202795.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__JACPZZ01;g__JACPZZ01;s__JACPZZ01 sp016202795	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__JACPZZ01	f__JACPZZ01	g__JACPZZ01	s__JACPZZ01 sp016202795	0	0
GB_GCA_016202815.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__JACPZZ01;f__JACPZZ01;g__JACPZZ01;s__JACPZZ01 sp016202815	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__JACPZZ01	f__JACPZZ01	g__JACPZZ01	s__JACPZZ01 sp016202815	0	0
GB_GCA_003663345.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__B50-G16;g__B50-G16;s__B50-G16 sp003663345	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__B50-G16	g__B50-G16	s__B50-G16 sp003663345	0	0
GB_GCA_016198635.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JACQIF01;g__JACQIF01;s__JACQIF01 sp016198635	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JACQIF01	g__JACQIF01	s__JACQIF01 sp016198635	0	0
GB_GCA_016432325.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JACQIF01;g__JACQIF01;s__JACQIF01 sp016432325	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JACQIF01	g__JACQIF01	s__JACQIF01 sp016432325	0	0
GB_GCA_016219455.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JACRMZ01;g__JACRMZ01;s__JACRMZ01 sp016219455	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JACRMZ01	g__JACRMZ01	s__JACRMZ01 sp016219455	0	0
GB_GCA_021162085.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JAGHBM01;g__JAGGZI01;s__JAGGZI01 sp021162085	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JAGHBM01	g__JAGGZI01	s__JAGGZI01 sp021162085	0	0
GB_GCA_021160955.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JAGHBM01;g__JAGHBM01;s__JAGHBM01 sp021160955	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JAGHBM01	g__JAGHBM01	s__JAGHBM01 sp021160955	0	0
GB_GCA_020355185.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JAGHBM01;g__JAGLWW01;s__JAGLWW01 sp020355185	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JAGHBM01	g__JAGLWW01	s__JAGLWW01 sp020355185	0	0
GB_GCA_023133195.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JAGHBM01;g__JAGLWW01;s__JAGLWW01 sp023133195	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__JAGHBM01	g__JAGLWW01	s__JAGLWW01 sp023133195	0	0
GB_GCA_003550625.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003550625	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp003550625	0	0
GB_GCA_003553905.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003553905	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp003553905	0	0
GB_GCA_003554235.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003554235	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp003554235	0	0
GB_GCA_003554845.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003554845	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp003554845	0	0
GB_GCA_003555465.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp003555465	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp003555465	0	0
GB_GCA_022257805.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__PWEA01;g__PWEA01;s__PWEA01 sp022257805	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__PWEA01	f__PWEA01	g__PWEA01	s__PWEA01 sp022257805	0	0
GB_GCA_016202865.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JACQNV01;g__JACQNV01;s__JACQNV01 sp016202865	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JACQNV01	g__JACQNV01	s__JACQNV01 sp016202865	0	0
GB_GCA_016931255.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JAFGSV01;g__JAFGFG01;s__JAFGFG01 sp016931255	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JAFGSV01	g__JAFGFG01	s__JAFGFG01 sp016931255	0	0
GB_GCA_020343635.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JAFGSV01;g__JAFGFG01;s__JAFGFG01 sp020343635	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JAFGSV01	g__JAFGFG01	s__JAFGFG01 sp020343635	0	0
GB_GCA_021163005.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JAFGSV01;g__JAFGFG01;s__JAFGFG01 sp021163005	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JAFGSV01	g__JAFGFG01	s__JAFGFG01 sp021163005	0	0
arch00072	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JAFGSV01;g__JAFGFG01;s__JAFGFG01 species_0103	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JAFGSV01	g__JAFGFG01	s__JAFGFG01 species_0103	0	0
GB_GCA_016934325.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JAFGSV01;g__JAFGSV01;s__JAFGSV01 sp016934325	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__JAFGSV01	g__JAFGSV01	s__JAFGSV01 sp016934325	0	0
arch00075	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__;s__Genus species_0805	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__	s__Genus species_0805	0	0
GB_GCA_016783545.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__BS750m-G24;s__BS750m-G24 sp016783545	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__BS750m-G24	s__BS750m-G24 sp016783545	0	0
GB_GCA_016782405.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__BS750m-G81;s__BS750m-G81 sp016782405	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__BS750m-G81	s__BS750m-G81 sp016782405	0	0
GB_GCA_020343575.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__GCA-020343575;s__GCA-020343575 sp020343575	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__GCA-020343575	s__GCA-020343575 sp020343575	0	0
GB_GCA_016185435.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACPNN01;s__JACPNN01 sp016185435	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACPNN01	s__JACPNN01 sp016185435	0	0
GB_GCA_016198605.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACQIG01;s__JACQIG01 sp016198605	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACQIG01	s__JACQIG01 sp016198605	0	0
GB_GCA_016202745.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACQIG01;s__JACQIG01 sp016202745	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACQIG01	s__JACQIG01 sp016202745	0	0
GB_GCA_016202785.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACQOC01;s__JACQOC01 sp016202785	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACQOC01	s__JACQOC01 sp016202785	0	0
GB_GCA_016198585.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACQOD01;s__JACQOD01 sp016198585	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACQOD01	s__JACQOD01 sp016198585	0	0
GB_GCA_016202725.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JACQOD01;s__JACQOD01 sp016202725	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JACQOD01	s__JACQOD01 sp016202725	0	0
GB_GCA_017609225.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JAFCEK01;s__JAFCEK01 sp017609225	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JAFCEK01	s__JAFCEK01 sp017609225	0	0
GB_GCA_017609145.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JAFCEM01;s__JAFCEM01 sp017609145	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JAFCEM01	s__JAFCEM01 sp017609145	0	0
GB_GCA_018818465.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JAHIRU01;s__JAHIRU01 sp018818465	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JAHIRU01	s__JAHIRU01 sp018818465	0	0
GB_GCA_018816245.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__JAHIVW01;s__JAHIVW01 sp018816245	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__JAHIVW01	s__JAHIVW01 sp018816245	0	0
GB_GCA_003663225.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__QMZP01;s__QMZP01 sp003663225	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__QMZP01	s__QMZP01 sp003663225	0	0
GB_GCA_003663415.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__QMZY01;s__QMZY01 sp003663415	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__QMZY01	s__QMZY01 sp003663415	0	0
GB_GCA_003663445.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__QMZZ01;s__QMZZ01 sp003663445	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__QMZZ01	s__QMZZ01 sp003663445	0	0
GB_GCA_016867675.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__VGIZ01;s__VGIZ01 sp016867675	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__VGIZ01	s__VGIZ01 sp016867675	0	0
GB_GCA_015520105.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZP01;g__WAQT01;s__WAQT01 sp015520105	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__WAQT01	s__WAQT01 sp015520105	0	0
arch00080	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__;s__Genus species_0507	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__	s__Genus species_0507	0	0
GB_GCA_011772645.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp011772645	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__CS3-C152	s__CS3-C152 sp011772645	0	0
GB_GCA_023128965.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__CS3-C152;s__CS3-C152 sp023128965	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__CS3-C152	s__CS3-C152 sp023128965	0	0
GB_GCA_013151465.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAADIF01;s__JAADIF01 sp013151465	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__JAADIF01	s__JAADIF01 sp013151465	0	0
GB_GCA_016932735.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAADIF01;s__JAADIF01 sp016932735	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__JAADIF01	s__JAADIF01 sp016932735	0	0
GB_GCA_016932215.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAFGDH01;s__JAFGDH01 sp016932215	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__JAFGDH01	s__JAFGDH01 sp016932215	0	0
GB_GCA_021162425.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__JAGGYQ01;s__JAGGYQ01 sp021162425	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__JAGGYQ01	s__JAGGYQ01 sp021162425	0	0
GB_GCA_003663325.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__QMZT01;g__QMZT01;s__QMZT01 sp003663325	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZT01	g__QMZT01	s__QMZT01 sp003663325	0	0
GB_GCA_016932615.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__JAFGCN01;s__JAFGCN01 sp016932615	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__JAFGCN01	s__JAFGCN01 sp016932615	0	0
GB_GCA_023659895.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__JAGXOL01;s__JAGXOL01 sp023659895	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__JAGXOL01	s__JAGXOL01 sp023659895	0	0
GB_GCA_003663295.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp003663295	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp003663295	0	0
GB_GCA_003663355.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp003663355	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp003663355	0	0
GB_GCA_021163805.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp021163805	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp021163805	0	0
GB_GCA_023134135.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023134135	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp023134135	0	0
GB_GCA_023659935.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023659935	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp023659935	0	0
GB_GCA_023659975.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023659975	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZS01	f__QMZS01	g__QMZS01	s__QMZS01 sp023659975	0	0
GB_GCA_001873845.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Altiarchaeum;s__Altiarchaeum hamiconexum	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum hamiconexum	0	0
GB_GCA_002083985.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Altiarchaeum;s__Altiarchaeum sp002083985	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002083985	0	0
GB_GCA_018260615.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Altiarchaeum;s__Altiarchaeum sp002841105	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp002841105	0	0
GB_GCA_018260755.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Altiarchaeum;s__Altiarchaeum sp018260755	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__Altiarchaeales	f__Altiarchaeaceae	g__Altiarchaeum	s__Altiarchaeum sp018260755	0	0
arch00087	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__;g__;s__Genus species_0409	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__IMC4	f__	g__	s__Genus species_0409	0	0
GB_GCA_001742785.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__IMC4;g__IMC4;s__IMC4 sp001742785	d__Archaea	p__Altiarchaeota	c__Altiarchaeia	o__IMC4	f__IMC4	g__IMC4	s__IMC4 sp001742785	0	0
